dimitry,0
,0
dimitry,8
dimitry,3
dimitry,0
dimirtry,3
dim,5
d,1
f,3
f,0
f,12
f,5
f,0
g,0
d,0
f,1
dimitry,0
dimitry,5
dimitry,1
dimitry2,1
dimitry,0
dimitry,0
dim,0
